Subject,type
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dpc@21_6526/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/prop/dpc@19_4789/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_0006/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_2057/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/prop/dpc@19_1985/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_4357/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@23_1123/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_2887/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/317/091,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/16ir525/g1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/10ir002/mt,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_1619/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/264/022,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@23_1596/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_5989/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@19_0284/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/prop/pc093r/10,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_6355/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_6929/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_4296/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/esec/al024a/101,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_5902/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/esec/fe082a/1022,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_6179/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_4521/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@23_0217/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/165/02,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/vv006a/10,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_2146/xm1,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_4570/xm,AuthorityKind
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dpc@19_4130/xm,AuthorityKind
