Subject,label
xm,RISISTEMAZIONE DELLA SAGOMA DELLA SCOGLIERA AL FINE DI GARANTIRE ADEGUATA PROTEZIONE ALLE INFRASTRUTTURE PUBBLICHE E PRIVATE RETROSTANTI ANCHE TRAMITE LA FORNITURA E POSA IN OPERA DI NUOVI MASSI NATURALI DI CATEGORIA ADEGUATA*PASSEGGIATA CADORNA*ADEGUAME
