Subject,hasIter,label,repairRelatedTo
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_2249/xm1-172,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/agreement/ud022b/10,,AP Friuli Venezia Giulia 31/01/2011,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/239/093,,intervento 239/09 ha ente attuatore Comune - MENDATICA,
https://w3id.org/italia/env/ld/ihi/intervention/18ir658/g1,,Intervento per la mitigazione rischio frana sul versante in loc. Vermicelli del Comune di Rende,
https://w3id.org/italia/env/ld/ihi/lot/582/991,,"""Trincee drenanti, muri, paratie.""",
https://w3id.org/italia/env/ld/ihi/agreement/dait@23_1008/xm,,Decreto_InterMin_DAIT_19_05_2023,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_2095/xm,,intervento DAIT@21_2095/XM ha autorità di bacino Autorità di Bacino - Nazionale Po,
https://w3id.org/italia/env/ld/ihi/lotstep/12ir079/g11-183,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-05-02,
https://w3id.org/italia/env/ld/ihi/lot/dait@23_1588/xm1,,"""EFFICENTAMENTO  ENERGETICO  PALAZZO MUNICIPALE*VIA PIAVE N. 10*INTERVENTO DI EFFICIENTAMENTO ENERGETICO CON  RINNOVO E POTENZIAMENTO IMPIANTI ,CAPPOTTO TERMICO E SOSTITUZIONE SERRAMENTI""",
https://w3id.org/italia/env/ld/ihi/lotstep/09ir207/g11-180,,Determina 36 del 18.02.2020,
https://w3id.org/italia/env/ld/ihi/lotstep/151/061-180,,Copia della determinazione del responsabile del servizio,
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_1034/xm,,Decreto_Min_int_DAIT_23.02.2021,
https://w3id.org/italia/env/ld/ihi/agreement/pz039a/10,,AP Basilicata 14/12/2010,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_0197/xm1-132,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/lotstep/at063a/101-175,,CON DET. N. 85 DEL 02/10/2014 SI E DATO AVVIO AL PROCEDIMENTO DI AFFIDEMENTO DEI LAVORI MEDIANTE PROCEDURA NEGOZIATA AI SENSI DELL ART.122 COMMA 7 BIS DLGS 163/2006,
https://w3id.org/italia/env/ld/ihi/lithology/010/021lf-12,,litologia relativa all'intervento 010/021,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dpc@19_4051/xm,,intervento DPC@19_4051/XM ha ente proponente Comune - RONCEGNO,
https://w3id.org/italia/env/ld/ihi/repair/160/991sf-23,,opere realizzate per l'intervento 160/991,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_6060/xm1,,intervento DAIT@21_6060/XM ha ente attuatore Comune - SAN MARCO IN LAMIS,
https://w3id.org/italia/env/ld/ihi/lotstep/08ir005/ci1-152,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-07-11,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@21_5829/xm,,INTERVENTO DI DI RIPRISTINO ARGINE SINISTRO PO DI VOLANO A PROTEZIONE DELL ABITATO DI VOLANO,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_2971/xm,,�\tINTERVENTI DI MANUTENZIONE STRAORDINARIA SU INFRASTRUTTURE VIARIE IN ZONA EXTRAURBANA,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@23_1448/xm,,intervento DAIT@23_1448/XM ha ente proponente Comune - CROPALATI,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_6924/xm,,intervento DAIT@21_6924/XM ha ente proponente Comune - TORRE LE NOCELLE,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_5645/xm1-82,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/767/99,,intervento 767/99 ha autorità di bacino Autorità di Bacino - Nazionale Po,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/413/061,,intervento 413/06 ha ente attuatore Comune - SALCITO,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_5828/xm,,intervento DAIT@21_5828/XM ha ente proponente Comune - CASTEL SAN VINCENZO,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_4199/xm1-152,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@23_1334/xm,,intervento DAIT@23_1334/XM ha ente proponente Comune - SEMPRONIANO,
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_2221/xm,,Decreto_Min_int_DAIT_23.02.2021,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_2559/xm,,DPCM Proteggitalia del 20/02/2019,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_1924/xm1,,intervento DPC@19_1924/XM ha ente attuatore Comune - TIZZANO VAL PARMA,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_4737/xm1-172,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-08-04,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_3447/xm1,,intervento DAIT@21_3447/XM ha ente attuatore Comune - BRACCA,
https://w3id.org/italia/env/ld/ihi/lot/dait@22_0994/xm1,,"""PONTE SUL FOSSO DEL PENTIME DI VIA DELLE GINESTRE*VIA DELLE GINESTRE*DISSESTO 4: INTERVENTI  DI DEMOLIZIONE E RICOSTRUZIONE DELL'ATTRAVERSAMENTO - L. 145 DEL 30/12/2018, ART.1, CO.139COMMA  139""",
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_0067/xm1-172,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@23_1302/xm,,intervento DAIT@23_1302/XM ha ente proponente Comune - CASTELL´ALFERO,
https://w3id.org/italia/env/ld/ihi/lotstep/pe021a/101-220,,CERTIFICATO DI COLLAUDO TECNICO AMMINISTRATIVO,
https://w3id.org/italia/env/ld/ihi/lot/dait@23_0792/xm1,,INTERVENTI DI MITIGAZIONE DEL RISCHIO IDRAULICO NEL CAPOLUOGO E NELLA FRAZIONE SAGGINALE*BORGO SAN LORENZO E SAGGINALE*INTERVENTI DI POTENZIAMENTO E AMPLIAMENTO DEL SISTEMA DI DRENAGGIO DELLE ACQUE METEORICHE,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_3147/xm,,INTERVENTI DI MESSA IN SICUREZZA  SU MANUFATTI EDILIZI SCOLASTICI,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_4925/xm,,DPCM Proteggitalia del 20/02/2019,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_3477/xm1-152,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-07-24,
https://w3id.org/italia/env/ld/ihi/lot/dait@23_1788/xm1,,"""MESSA IN SICUREZZA DELLE STRADE, MEDIANTE RINFORZO STRUTTURALE DEI PONTI E DELLE TOMBINATURE DEI TORRENTI*VIA GHISALBA, FERRARIS, VITTORIO VENETO, CAVOUR, PIAVE, VERDI, REPUBBLICA, PORRA, MADONNA IN CAMPAGNA*I LAVORI RIGUARDERANNO LA MESSA IN SICUREZZA D""",
https://w3id.org/italia/env/ld/ihi/lithology/278/091lf-6,,litologia relativa all'intervento 278/091,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_5919/xm1-102,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@23_1033/xm1,,intervento DAIT@23_1033/XM ha ente attuatore Comune - CREMOLINO,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@20_5420/xm,,Nota DPC Calabria 44040 28/07/2020,
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_3726/xm1,,"""RIPRISTINO DEL TRATTO TOMBATO DEL TORRENTE GHJONI A CAUSA DEL CEDIMENTO DI UNA PORZIONE DEL SOLAIO DI COPERTURA DEL CANALE IN VIA ROAGGIO, IN CORRISPONDENZA DI UN EDIFICIO DI CIVILE ABITAZIONE E DELLA SCUOLA MATERNA A. FERRETTI  COD. SI_PA_01290.*VIA RO""",
https://w3id.org/italia/env/ld/ihi/lotstep/dait@22_0139/xm1-102,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_5192/xm,,L`INTERVENTO PREVEDE L`ADEGUAMENTO ANTISISMICO DA REALIZZARE SUGLI EDIFICI SCOLASTICI COMUNALI DOVE � STATA PORTATA A TERMINE LA VERIFICA SISMICA SISMICA AI SENSI DELL`ORDINANZA OPCM N. 3274 DEL 20/03/2003.,
https://w3id.org/italia/env/ld/ihi/authkind/esec/vt066b/106,,intervento VT066B/10 ha ente esecutore Consorzio di Bonifica - Val di Paglia Superiore,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_3917/xm,,intervento DAIT@21_3917/XM ha autorità di bacino Autorità di Bacino - Nazionale Po,
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_0391/xm,,Decreto_Min_int_DAIT_23.02.2021,
https://w3id.org/italia/env/ld/ihi/lotstep/15irb22/g11-217,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-09-12,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_1006/xm1-172,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_3279/xm1-172,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-07-24,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2018/xm,,LAVORI URGENTI DI REGIMAZIONE E MESSA IN SICUREZZA DI ALVEI E SPONDE TORRENTIZIE DI RII DI ACQUE PUBBLICHE DI COMPETENZA DELL ENTE LOCALE  II LOTTO*AMPEZZO RIO FARIA- RIO CLAP- RIO BERNIN- AFFLUENTI RIO TERIA*RIPARAZIONE DI ALVEO E SPONDE CON OPERE IN PI,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_0872/xm,,-\tMESSA IN SICUREZZA DEL TERRITORIO DAL RISCHIO IDROGEOLOGICO MEDIANTE AUMENTO DEL LIVELLO DI RESILIENZA DAL RISCHIO IDRAULICO DELL?AREA ADIBITA A MERCATO COMUNALE IN VIA MADONNELLA*VIALE DELLA DEMOCRAZIA 21*-\tMESSA IN SICUREZZA DEL TERRITORIO DAL RISCHI,
https://w3id.org/italia/env/ld/ihi/repair/095/981si-28,,opere realizzate per l'intervento 095/981,
https://w3id.org/italia/env/ld/ihi/authkind/prop/pz021b/10,,intervento PZ021B/10 ha ente proponente Regione - Basilicata,
https://w3id.org/italia/env/ld/ihi/repair/096/981sf-14,,opere realizzate per l'intervento 096/981,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_1326/xm,,MESSA IN SICUREZZA AREE URBANE*VARIE ZONE*INTERVENTI FINALIZZATI ALLA MESSA IN SICUREZZA AREE URBANE MEDIANTE OPERE PER LA DIFESA DEL SUOLO,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/03ir351/g11,,intervento 03IR351/G1 ha ente attuatore Comune - LOVERE,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/03ir319/g11,,intervento 03IR319/G1 ha ente attuatore Commissario Straordinario - attuazione interventi Regione  Lombardia,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/272/07,,intervento 272/07 ha autorità di bacino Autorità di Bacino - Serchio,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_1143/xm1-152,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/lotstep/08ir119/g14-170,,DD n. 500 del 14/02/2024 Approvazione progetto esecutivo,
https://w3id.org/italia/env/ld/ihi/lotstep/443/991-225,,Determinazione del Responsabile del Servizio n. 18 di Approvazione dello Stato Finale,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_5772/xm1,,ADEGUAMENTO STRUTTURALE E SISMICO,
https://w3id.org/italia/env/ld/ihi/lot/dpc@20_6126/xm1,,RIPRISTINO SEDE STRADALE + SISTEMAZIONE VIABILITA  - RIDEFINIZIONE ALVEO + RIPRISTINO COPERTURA,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_3737/xm1,,intervento DPC@19_3737/XM ha ente attuatore Comune - RACALMUTO,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_1932/xm1-172,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-07-24,
https://w3id.org/italia/env/ld/ihi/agreement/430/99,,DPCM 21/12/1999 (DSTN/2/27774),
https://w3id.org/italia/env/ld/ihi/lithology/579/991lf-5,,litologia relativa all'intervento 579/991,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@19_0427/xm,,intervento DAIT@19_0427/XM ha ente proponente Comune - SORI,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dpc@19_3877/xm,,intervento DPC@19_3877/XM ha ente proponente Comune - FOLLONICA,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/10ir146/g1,,intervento 10IR146/G1 ha autorità di bacino Autorità di Bacino - Nazionale Tevere,
https://w3id.org/italia/env/ld/ihi/intervention/12ir152/g1,,Regimazione e sistemazione idraulica del  Rio Frassi e del Rio Tramonti nel Comune di Arce,
https://w3id.org/italia/env/ld/ihi/lotstep/129/061-210,,Verbale certificato ultimazione,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_1357/xm,,LAVORI DI MESSA IN SICUREZZA DEL TERRITORIO COMUNALE OGGETTO DI FENOMENI CARSICI. AREE SITE PRESSO MONTE LIVATA ? VIABILITA DI COLLEGAMENTO CAMPO DELL  OSSO/MONNA DELL  ORSO ? I? LOTTO.*VIA CAMPO DELL  OSSO/MONNA DELL  ORSO*LAVORI DI MESSA IN SICUREZZA D,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2843/xm,,FIUME LIRI*ALVEO DAL TRATTO URBANO DI SORA ALL INTERSEZIONE DELLA 630*LAVORI STRAORDINARI DI MANUTENZIONE,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_2795/xm1,,intervento DAIT@21_2795/XM ha ente attuatore Comune - LIMANA,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_3388/xm1,,MANUTENZIONE STRAORDINARIA PER ACCESSIBILITA� E ABBATTIMENTO BARRIERE ARCHITETTONICHE SERVIZI IGIENICI SCUOLA PRIMARIA DI SAN QUIRICO,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@23_1776/xm,,intervento DAIT@23_1776/XM ha ente proponente Comune - PISTICCI,
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_7019/xm,,Decreto_InterMin_DAIT_03_05_2021,
https://w3id.org/italia/env/ld/ihi/lotstep/284/021-220,,monitoraggio regione Lombardia,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_1379/xm,,DPCM Proteggitalia del 20/02/2019,
https://w3id.org/italia/env/ld/ihi/repair/016/b26sf-5,,opere realizzate per l'intervento 016/B26,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_2249/xm1,,intervento DPC@19_2249/XM ha ente attuatore Comune - RESIUTTA,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_3453/xm,,intervento DAIT@21_3453/XM ha autorità di bacino Autorità di Bacino - Nazionale Po,
https://w3id.org/italia/env/ld/ihi/lotstep/390/021-220,,da comunicazione telefonica rup,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_4802/xm1,,intervento DPC@19_4802/XM ha ente attuatore Comune - ZUGLIANO,
https://w3id.org/italia/env/ld/ihi/lotstep/03ir429/g11-183,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-11-16,
https://w3id.org/italia/env/ld/ihi/lotstep/15ir188/g11-140,,delibera di Giunta Comunale n. 5 del 10/01/2014,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_0682/xm1,,intervento DAIT@21_0682/XM ha ente attuatore Comune - VIBO VALENTIA,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_3005/xm1-152,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-07-24,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_6397/xm1,,RESTAURO CON RIFACIMENTO PARTE COPERTURA A TETTO E FACCIATE ED EFFICIENTAMENTO ENERGETICO,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@23_0044/xm1,,intervento DAIT@23_0044/XM ha ente attuatore Comune - ZAGARISE,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@19_0711/xm1-184,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/agreement/307/08,,DM 26/11/2007 (DEC/DDS/2007/1081 - 2°P. Strat.),
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dpc@20_6439/xm,,intervento DPC@20_6439/XM ha autorità di bacino Autorità di Bacino - Regionale delle Marche,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_2297/xm1-217,,Informazione acquisita da interrogazione automatica su BDAP del giorno 2023-04-17,
https://w3id.org/italia/env/ld/ihi/instability/404/021di-4,,dissesto: Idraulico,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/bn023c/101,,intervento BN023C/10 ha ente attuatore Commissario Straordinario - attuazione interventi Regione Campania,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@19_0821/xm1,,intervento DAIT@19_0821/XM ha ente attuatore Comune - ARTENA,
https://w3id.org/italia/env/ld/ihi/authkind/esec/10ir146/g17,,intervento 10IR146/G1 ha ente esecutore Regione - Umbria,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@19_0636/xm1,,intervento DAIT@19_0636/XM ha ente attuatore Comune - SAN PAOLO DI CIVITATE,
https://w3id.org/italia/env/ld/ihi/authkind/esec/fe050c/105,,intervento FE050C/10 ha ente esecutore Consorzio di Bonifica - Burana,
https://w3id.org/italia/env/ld/ihi/lotstep/179/081-150,,Del. G.C. n. 07,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_1373/xm1-215,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-07-24,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@23_0733/xm1,,intervento DAIT@23_0733/XM ha ente attuatore Comune - BUSSOLENO,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_3748/xm,,intervento DAIT@21_3748/XM ha ente proponente Comune - PIZZIGHETTONE,
https://w3id.org/italia/env/ld/ihi/instability/393/091df-4,,dissesto: Frana,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/792/991,,intervento 792/99 ha ente attuatore Comune - BARBARA,
https://w3id.org/italia/env/ld/ihi/lot/lt029a/101,40,Consolidamento del versante sovrastante la S.S. n.7 Appia al Km 126+380 (Posa in opera di difese passive),
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_0922/xm1,,"""VAIA BRENNERO 2018""*DIVERSE LOCALITÀ*INTERVENTI TECNICI PER RIPRISTINO STRADE FORESTALI, FUNZIONE ETEROPROTETTIVA DEL BOSCO",
https://w3id.org/italia/env/ld/ihi/lotstep/dait@19_0796/xm1-227,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-08-04,
https://w3id.org/italia/env/ld/ihi/lot/maaf@22_0019/xm1,,ID DANIA03-05-5706-2749 #INTERVENTO DI RIQUALIFICAZIONE,
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_2670/xm,,Decreto_Min_int_DAIT_23.02.2021,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_7127/xm1-132,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,
https://w3id.org/italia/env/ld/ihi/intervention/dait@19_0641/xm,,SISTEMAZIONE ARGINI E MANUTENZIONE PARTI INTUBATE,
https://w3id.org/italia/env/ld/ihi/agreement/maaf@22_0063/xm,,Decreto MASAF N. 0484456 del 30/09/2022,
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_4554/xm1,,"""TORRENTE FRANZANA*VIA PIAVE*INTERVENTO DI RIPRISTINO MEDIANTE CONSOLIDAMENTO DELLA PARTE TOMBATA A MONTE DEGLI SMOTTAMENTI, REALIZZAZIONE DI PARATIA A SOSTEGNO DELLA STR. COM., REALIZZAZIONE E CONSOLIDAMENTO DELLE SCARPATE""",
https://w3id.org/italia/env/ld/ihi/authkind/prop/dpc@19_3464/xm,,intervento DPC@19_3464/XM ha ente proponente Comune - BAGOLINO,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_2893/xm,,MESSA IN SICUREZZA STRADE COMUNALI,
https://w3id.org/italia/env/ld/ihi/lotstep/048/061-180,,DETERMINA n� 138 AD OGGETTO: AGGIUDICAZIONE DEFINITIVA LAVORI,
https://w3id.org/italia/env/ld/ihi/lotstep/311/061-180,,Determinazione n° 158 Servizio Tecnico Manutentivo,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_4927/xm,,intervento DAIT@21_4927/XM ha ente proponente Comune - SARMATO,
https://w3id.org/italia/env/ld/ihi/authkind/prop/779/99,,intervento 779/99 ha ente proponente Regione - Lazio,
https://w3id.org/italia/env/ld/ihi/lotstep/ud026c/102-180,,verbale gara,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dpc@19_3527/xm,,intervento DPC@19_3527/XM ha autorità di bacino Autorità di Bacino - Regionale Molise,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_0964/xm1-227,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2023-07-24,
https://w3id.org/italia/env/ld/ihi/authkind/esec/to163a/101,,intervento TO163A/10 ha ente esecutore Provincia - Torino,
https://w3id.org/italia/env/ld/ihi/intervention/dait@23_1027/xm,,TERRITORIO*A MONTE ABITATO DI FRATTE*COMPLETAMENTO REGIMAZIONE IDRAULICA NELL ABITATO DI FRATTE,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_7151/xm1,,SP 151 al km 7+100 in comune di Fregona - consolidamento di opere sottoscarpa e rafforzamento corticale - PROGETTAZIONE,
https://w3id.org/italia/env/ld/ihi/authkind/prop/19irb89/g1,,intervento 19IRB89/G1 ha ente proponente Regione - Sicilia,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_6356/xm1-184,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-01-25,
https://w3id.org/italia/env/ld/ihi/authkind/prop/mc038a/10,,intervento MC038A/10 ha ente proponente Regione - Marche,
https://w3id.org/italia/env/ld/ihi/agreement/09ir793/g1,,Del CIPE 35 Piano Nazionale 24/07/2019,
